title, date, username, lat, lng, description
Vodnik Square (Vodnikov trg), Reviewed 2 weeks ago, Lyudmila D, 46.051079, 14.509243, Monuments & Statues
Ljubljana Old Town, Reviewed September 27 2014, Wendyb00, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed January 3 2016, achinghunger, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle Funicular, Reviewed April 25 2017, Natasafri, 46.049046, 14.508827, Castles
Shoemaker's Bridge (Cevljarski Most), Reviewed October 20 2015, feetdraggerdoctor, 46.048454, 14.505839, Bridges
Ljubljana Old Town, Reviewed July 20 2015, Inger Ask S, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle Funicular, Reviewed October 9 2014, psyhotropan, 46.049046, 14.508827, Castles
Ljubljana Old Town, Reviewed August 16 2015, Nico78170, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed August 5 2013, angusmurphy, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed August 3 2016, dinamber, 46.051033, 14.506317, Neighborhoods
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed January 22 2016, speaktruly, 46.050743, 14.508185, Sacred & Religious Sites
Preseren Square, Reviewed March 28 2016, fabrizio p, 46.051296, 14.506147, Points of Interest & Landmarks
Dragon Bridge (Zmajski Most), Reviewed February 12 2016, Klaudija D, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed September 13 2016, vtaila, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed March 29 2016, mikanyama, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed 1 week ago, Ali K, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed October 21 2015, alerosa, 46.048809, 14.508312, Castles
Skyscraper (Neboticnik), Reviewed July 23 2017, Anne S, 46.053196, 14.503623, Architectural Buildings
Ljubljana Old Town, Reviewed August 19 2015, iwan w, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed February 10 2017, Rohit G, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed September 1 2014, Joeri M, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed March 19 2014, joan t, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed January 3 2017, Silvestro75, 46.051815, 14.506286, Bridges
Metelkova, Reviewed January 5 2016, Mehmet Bilgehan M, 46.056568, 14.516992, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed November 14 2015, GetsugaTensho, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed February 10 2017, HCSACT, 46.051033, 14.506317, Neighborhoods
National Museum of Contemporary History (Muzej Novejse Zgodovine Slovenije), Reviewed June 16 2013, CaseyBe, 46.059364, 14.495503, History Museums
Dragon Bridge (Zmajski Most), Reviewed January 11 2017, Bogdan Zupan Z, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed June 11 2015, m h, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed January 17 2017, displayastanya, 46.051033, 14.506317, Neighborhoods
University Botanic Gardens Ljubljana, Reviewed July 27 2017, Veronica H, 46.039665, 14.514394, Gardens
Ljubljana Castle Funicular, Reviewed August 18 2015, Valeria L, 46.049046, 14.508827, Castles
Ljubljana Castle Funicular, Reviewed August 28 2017, activenretired, 46.049046, 14.508827, Castles
Metelkova, Reviewed September 26 2017, Kamil M, 46.056568, 14.516992, Neighborhoods
Triple Bridge (Tromostovje), Reviewed August 6 2017, Michelle B, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed August 24 2016, lukecorrix, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed October 22 2016, David W, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed September 8 2013, Karen_floripa, 46.048809, 14.508312, Castles
Plecnik House, Reviewed July 2 2017, MMG03, 46.042290, 14.502380, Historic Sites
Ljubljana Castle, Reviewed August 14 2016, shish89, 46.048809, 14.508312, Castles
River Ljubljanica Kanal, Reviewed May 15 2017, klscaz, 46.050674, 14.505830, Bodies of Water
Ljubljana Old Town, Reviewed March 15 2016, armchairtravler, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed September 9 2015, Canberrafella, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed September 16 2013, valdothebird, 46.051033, 14.506317, Neighborhoods
Preseren Square, Reviewed March 19 2017, robertoandreamelotti, 46.051296, 14.506147, Points of Interest & Landmarks
Triple Bridge (Tromostovje), Reviewed March 27 2016, mirkek, 46.051815, 14.506286, Bridges
Vodnik Square (Vodnikov trg), Reviewed December 11 2014, Tracy V, 46.051079, 14.509243, Monuments & Statues
Tourist Information Centre Ljubljana, Reviewed February 9 2017, mystral99, 46.051025, 14.506311, Visitor Centers
Franciscan Church (Franciskanska cerkev), Reviewed March 1 2017, J0s_M_P, 46.051380, 14.506208, Sacred & Religious Sites
Ljubljana Old Town, Reviewed July 31 2016, Yoyo T, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed June 1 2016, Georgij P, 46.052151, 14.510453, Bridges
Tivoli Park, Reviewed May 13 2014, Incha P, 46.087688, 14.473920, Parks
Tivoli Park, Reviewed August 18 2014, Zinela C, 46.087688, 14.473920, Parks
Ljubljana Castle, Reviewed June 11 2015, Jeffrey N, 46.048809, 14.508312, Castles
Preseren Square, Reviewed January 11 2017, rabako2016, 46.051296, 14.506147, Points of Interest & Landmarks
Preseren Square, Reviewed May 6 2017, albin47, 46.051296, 14.506147, Points of Interest & Landmarks
Skyscraper (Neboticnik), Reviewed August 31 2015, Bluewizard75, 46.053196, 14.503623, Architectural Buildings
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed April 27 2016, Cesar J, 46.050743, 14.508185, Sacred & Religious Sites
Ljubljana Old Town, Reviewed October 13 2016, GGGGGGGGGGGGGGX, 46.051033, 14.506317, Neighborhoods
Preseren Square, Reviewed August 5 2016, Francus91, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Castle, Reviewed October 24 2015, ShaneW1919, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed February 12 2015, Mladen P, 46.051815, 14.506286, Bridges
National Museum of Slovenia (Narodni muzej Slovenije), Reviewed August 22 2016, Angiolo C, 46.052006, 14.499682, History Museums
Museum of Illusions - Ljubljana, Reviewed June 13 2017, bruker_hudi, 46.049751, 14.503541, Children's Museums
Ljubljana Old Town, Reviewed May 8 2016, AndreyShain, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed October 29 2014, Ray G, 46.051033, 14.506317, Neighborhoods
River Ljubljanica Kanal, Reviewed July 12 2015, vaclean, 46.050674, 14.505830, Bodies of Water
Museum of Illusions - Ljubljana, Reviewed April 23 2017, Vincenzo M, 46.049751, 14.503541, Children's Museums
Dragon Bridge (Zmajski Most), Reviewed May 17 2016, Gugawn, 46.052151, 14.510453, Bridges
Union Experience - Union Brewery, Reviewed September 9 2017, Giulia038, 46.059261, 14.499269, Breweries
Skyscraper (Neboticnik), Reviewed April 21 2016, Tatjana M, 46.053196, 14.503623, Architectural Buildings
Ljubljana Old Town, Reviewed August 6 2017, MatSweden, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed July 6 2016, Alejandro C, 46.052151, 14.510453, Bridges
Congress Square (Kongresni trg), Reviewed October 4 2015, VIACHESLAV P, 46.050247, 14.503598, Parks
Ljubljana Castle, Reviewed February 27 2016, Lorenzo B, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed January 28 2015, Jf H, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed September 24 2015, Ilene B, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed July 28 2016, KarinvandenBrink, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed September 18 2016, Conram, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed July 15 2017, ronit L, 46.051033, 14.506317, Neighborhoods
Town Hall (Magistrat), Reviewed January 29 2013, real_bubble_maker, 46.050060, 14.506863, Government Buildings
Tivoli Park, Reviewed April 20 2016, Doma27, 46.087688, 14.473920, Parks
Butcher's Bridge, Reviewed January 3 2015, puocar, 46.051743, 14.508775, Bridges
Ljubljana Castle, Reviewed October 30 2013, neel s, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed September 6 2014, Bi V, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed December 20 2015, andromedas, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle Funicular, Reviewed June 11 2016, TassieDavo, 46.049046, 14.508827, Castles
Ljubljana Castle, Reviewed June 29 2013, simonetta p, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed May 26 2015, AriNunes, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed April 24 2015, theBillos, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed December 14 2014, izi f, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed December 28 2013, Sprintcollares, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed September 6 2017, D'Elia G, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed October 23 2012, Geoff D, 46.048809, 14.508312, Castles
Tivoli Park, Reviewed July 20 2017, Eileen M, 46.087688, 14.473920, Parks
Public Loan Bank Building, Reviewed October 28 2015, Troghil, 46.052231, 14.506470, Architectural Buildings
Town Hall (Magistrat), Reviewed April 11 2015, flaneur40, 46.050060, 14.506863, Government Buildings
Preseren Square, Reviewed November 12 2015, raul1964, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed March 13 2015, KDRKDR, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle Funicular, Reviewed September 17 2015, Sassydk, 46.049046, 14.508827, Castles
Minicity Ljubljana, Reviewed June 17 2015, MischaHMS, 46.067627, 14.541853, Theme Parks
Cooperative Business Bank, Reviewed May 4 2016, izi f, 46.052742, 14.506805, Architectural Buildings
Triple Bridge (Tromostovje), Reviewed November 19 2015, gianfranco g, 46.051815, 14.506286, Bridges
Vodnik Square (Vodnikov trg), Reviewed 2 weeks ago, Ideatroll, 46.051079, 14.509243, Monuments & Statues
Ljubljana Castle, Reviewed July 27 2012, Fero967, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed July 10 2015, Astrid R, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed August 8 2016, fl0r050881, 46.052151, 14.510453, Bridges
Triple Bridge (Tromostovje), Reviewed June 13 2016, Dario D, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed June 1 2015, Dick T, 46.048809, 14.508312, Castles
Odprta kuhna, Reviewed August 20 2015, Rami A, 46.051109, 14.507500, Other Food & Drink
Ljubljana Castle Funicular, Reviewed May 2 2015, Salvatore Luana I, 46.049046, 14.508827, Castles
Ljubljana Old Town, Reviewed July 17 2016, JN881, 46.051033, 14.506317, Neighborhoods
Miklosicev Park, Reviewed August 5 2017, Miha P, 46.054180, 14.506260, Parks
Dragon Bridge (Zmajski Most), Reviewed January 2 2017, thorntoneddiversity, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed February 16 2016, Matteo118, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed January 15 2016, Kevins_Travel_Diary, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed July 26 2014, Leen V, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed September 17 2017, Annettte A, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed September 7 2016, Ur�ka A, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed October 25 2015, theheatonfamily, 46.051815, 14.506286, Bridges
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed October 24 2012, Vicar_of_Dibley, 46.050743, 14.508185, Sacred & Religious Sites
Ljubljana Castle, Reviewed July 17 2017, Emma G, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed 1 week ago, 168stefanc, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed October 6 2015, masternatas, 46.052151, 14.510453, Bridges
Dragon Bridge (Zmajski Most), Reviewed June 18 2017, NormalAdvisor, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed August 9 2016, Steven H, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed July 10 2015, Sabrnetna, 46.051033, 14.506317, Neighborhoods
Town Hall (Magistrat), Reviewed February 13 2015, nyk1981, 46.050060, 14.506863, Government Buildings
Vodnik Square (Vodnikov trg), Reviewed March 21 2017, Jangta, 46.051079, 14.509243, Monuments & Statues
Ljubljana Old Town, Reviewed October 8 2014, BusterDog1001, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed August 26 2016, logicianRm, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed September 14 2017, ?? ?, 46.051033, 14.506317, Neighborhoods
Preseren Square, Reviewed June 30 2015, malizajec, 46.051296, 14.506147, Points of Interest & Landmarks
Triple Bridge (Tromostovje), Reviewed May 31 2014, Neale1810, 46.051815, 14.506286, Bridges
Dragon Bridge (Zmajski Most), Reviewed July 22 2015, lupin1014, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed December 12 2016, Luca R, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed July 25 2016, claudio18962, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed February 22 2015, Max G, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed 1 week ago, marryana, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed October 23 2014, CyndySue18, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed August 21 2016, Negma_81, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed 4 days ago, kelllips, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed September 26 2016, ColoLeoRio, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed August 6 2017, Tim H, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed August 6 2015, CorreMillas, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed December 9 2015, RnA31, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed September 28 2013, heqwerty, 46.051815, 14.506286, Bridges
Franciscan Church (Franciskanska cerkev), Reviewed April 27 2012, Kristi M, 46.051380, 14.506208, Sacred & Religious Sites
Ljubljana Castle Funicular, Reviewed March 29 2016, screensaver1, 46.049046, 14.508827, Castles
Ljubljana Castle, Reviewed September 4 2014, ?? ?, 46.048809, 14.508312, Castles
Tivoli Park, Reviewed September 18 2016, Christoffer Erf... W, 46.087688, 14.473920, Parks
Ljubljana Old Town, Reviewed July 24 2017, lonsic, 46.051033, 14.506317, Neighborhoods
Skyscraper (Neboticnik), Reviewed August 28 2017, SolidRocks, 46.053196, 14.503623, Architectural Buildings
Triple Bridge (Tromostovje), Reviewed March 4 2012, RunsAmok, 46.051815, 14.506286, Bridges
Metelkova, Reviewed May 14 2016, Artur A, 46.056568, 14.516992, Neighborhoods
Ljubljana Castle Funicular, Reviewed November 4 2016, Alice W, 46.049046, 14.508827, Castles
Triple Bridge (Tromostovje), Reviewed July 1 2013, Pedro C, 46.051815, 14.506286, Bridges
Triple Bridge (Tromostovje), Reviewed June 21 2015, Patti G, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed December 14 2014, Rita_G_64, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle Funicular, Reviewed October 23 2014, stephan-anel, 46.049046, 14.508827, Castles
Ljubljana Old Town, Reviewed February 3 2016, Tine M, 46.051033, 14.506317, Neighborhoods
Fountain of Three Carniolan Rivers (Vodnjak treh kranjskih rek), Reviewed November 17 2012, Guia187514, 46.050117, 14.506958, Fountains
Ljubljana Castle, Reviewed January 11 2017, octoplaits, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed August 12 2017, Aneess, 46.048809, 14.508312, Castles
Congress Square (Kongresni trg), Reviewed February 9 2016, pontan420, 46.050247, 14.503598, Parks
Ljubljana Old Town, Reviewed December 6 2014, Giovanni C, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed August 4 2016, cris-e-albi, 46.051033, 14.506317, Neighborhoods
Retro swimming pool Ilirija, Reviewed June 7 2016, Plavalni klub I, 46.056267, 14.500383, Water Parks
Ljubljana Castle, Reviewed June 6 2017, Nouzab F, 46.048809, 14.508312, Castles
Tivoli Park, Reviewed March 4 2017, Shai_72, 46.087688, 14.473920, Parks
Ljubljana Castle, Reviewed September 19 2017, flowmans, 46.048809, 14.508312, Castles
Franciscan Church (Franciskanska cerkev), Reviewed July 27 2016, Happytraveller604, 46.051380, 14.506208, Sacred & Religious Sites
Ljubljana Castle, Reviewed September 1 2016, Danilo A, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed December 29 2012, GabrieleC3, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed May 5 2012, nutmeg06, 46.051033, 14.506317, Neighborhoods
River Ljubljanica Kanal, Reviewed April 19 2017, JSTR_12, 46.050674, 14.505830, Bodies of Water
ZOO Ljubljana, Reviewed May 3 2013, alabarda1973, 46.054249, 14.471506, Zoos
Skyscraper (Neboticnik), Reviewed October 25 2015, Karlijn W, 46.053196, 14.503623, Architectural Buildings
Ljubljana Old Town, Reviewed July 27 2013, Arlo47, 46.051033, 14.506317, Neighborhoods
Preseren Square, Reviewed November 20 2013, Rita_G_64, 46.051296, 14.506147, Points of Interest & Landmarks
Triple Bridge (Tromostovje), Reviewed March 26 2017, Xristiana V, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed October 14 2015, Janov, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed July 22 2017, Silmara S, 46.051815, 14.506286, Bridges
River Ljubljanica Kanal, Reviewed September 11 2015, HimmelueberBerlin55, 46.050674, 14.505830, Bodies of Water
Franciscan Church (Franciskanska cerkev), Reviewed August 4 2017, Miguel A, 46.051380, 14.506208, Sacred & Religious Sites
Shoemaker's Bridge (Cevljarski Most), Reviewed October 16 2012, Marina_FreeToursKiev, 46.048454, 14.505839, Bridges
Ljubljana Castle, Reviewed July 8 2016, VinnyGrette, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed July 23 2016, MAXERIKA, 46.051815, 14.506286, Bridges
Preseren Square, Reviewed May 8 2016, Orjon R, 46.051296, 14.506147, Points of Interest & Landmarks
Cooperative Business Bank, Reviewed February 1 2016, pontan420, 46.052742, 14.506805, Architectural Buildings
Triple Bridge (Tromostovje), Reviewed July 27 2016, TadahikoNagata, 46.051815, 14.506286, Bridges
Triple Bridge (Tromostovje), Reviewed January 3 2013, crich_79, 46.051815, 14.506286, Bridges
Town Hall (Magistrat), Reviewed March 14 2015, Airishtokyo, 46.050060, 14.506863, Government Buildings
Triple Bridge (Tromostovje), Reviewed December 25 2015, Roger R, 46.051815, 14.506286, Bridges
Cankarjevo nabrezje, Reviewed December 10 2016, geremia54, 46.049709, 14.505584, Historic Walking Areas
